algo,dtype,N,mean,median,std,MB
MinMax (parallel),<class 'numpy.float16'>,10000000,0.6372634321451187,0.5607623606920242,0.14014176585122143,20.0
MinMax (parallel),<class 'numpy.float16'>,20000000,1.1607745396239417,1.0375376790761948,0.1909935330261277,40.0
MinMax (parallel),<class 'numpy.float16'>,50000000,2.9745166855198995,3.0009999871253967,0.11846829508651352,100.0
MinMax (parallel),<class 'numpy.float16'>,100000000,5.075781579528536,4.972074180841446,0.24369843086526674,200.0
MinMax (parallel),<class 'numpy.float16'>,200000000,9.547656295554978,9.346798062324524,0.4558204312237979,400.0
MinMax (parallel),<class 'numpy.float16'>,500000000,22.89619046662535,22.81854823231697,0.24685571490714125,1000.0
MinMax (parallel),<class 'numpy.float16'>,1000000000,45.05026367093836,44.92092952132225,0.39662639874105315,2000.0
MinMax (parallel),<class 'numpy.float16'>,2000000000,90.12683491621699,88.74914571642876,3.342238028344551,4000.0
MinMax (parallel),<class 'numpy.float16'>,5000000000,224.08826415027892,221.07476256787777,7.346900620648535,10000.0
MinMaxLTTB,<class 'numpy.float16'>,1000000,1.1732204684189387,1.116511970758438,0.13631822589831033,2.0
MinMaxLTTB,<class 'numpy.float16'>,10000000,4.1335984000137875,4.126419126987457,0.025866105045129133,20.0
MinMaxLTTB,<class 'numpy.float16'>,20000000,6.775550703917231,7.077543810009956,0.586031099134188,40.0
MinMaxLTTB,<class 'numpy.float16'>,50000000,20.1920713697161,20.419274270534515,0.6744170086326552,100.0
MinMaxLTTB,<class 'numpy.float16'>,100000000,25.923110065715655,25.890009477734566,0.27435666186634156,200.0
MinMaxLTTB,<class 'numpy.float16'>,200000000,52.405866022620884,52.326810359954834,0.16923411291452853,400.0
MinMaxLTTB,<class 'numpy.float16'>,500000000,130.41672121201242,129.50700744986534,2.3270023532316864,1000.0
MinMaxLTTB,<class 'numpy.float16'>,1000000000,262.0893440076283,262.8332246094942,2.122986604580097,2000.0
MinMaxLTTB,<class 'numpy.float16'>,2000000000,522.0371468790939,521.365862339735,6.8822089320148,4000.0
MinMaxLTTB,<class 'numpy.float16'>,5000000000,1297.7373264729977,1298.3313415199518,6.584313235648722,10000.0
MinMaxLTTB (parallel),<class 'numpy.float16'>,1000000,0.9183290281466076,0.797693058848381,0.2064676473924029,2.0
MinMaxLTTB (parallel),<class 'numpy.float16'>,10000000,0.9964197874069214,0.8892055600881577,0.2602093157208958,20.0
MinMaxLTTB (parallel),<class 'numpy.float16'>,20000000,1.3819980302027293,1.2886326760053635,0.16587682503644927,40.0
MinMaxLTTB (parallel),<class 'numpy.float16'>,50000000,3.2778695225715637,3.179284557700157,0.2169457704012715,100.0
MinMaxLTTB (parallel),<class 'numpy.float16'>,100000000,5.32276550573962,5.250544473528862,0.12782959052809023,200.0
MinMaxLTTB (parallel),<class 'numpy.float16'>,200000000,9.750609525612422,9.668437764048576,0.15543081124699357,400.0
MinMaxLTTB (parallel),<class 'numpy.float16'>,500000000,23.154172088418687,23.10672216117382,0.14834708542709488,1000.0
MinMaxLTTB (parallel),<class 'numpy.float16'>,1000000000,45.21020171897752,45.05729414522648,0.2527190785401955,2000.0
MinMaxLTTB (parallel),<class 'numpy.float16'>,2000000000,89.01777224881309,88.9752496033907,0.10359680018214973,4000.0
MinMaxLTTB (parallel),<class 'numpy.float16'>,5000000000,221.34358238961016,221.27032577991486,0.12900680211132348,10000.0
EveryNth,<class 'numpy.float32'>,1000000,0.015456069793019975,0.01484900712966919,0.0014704825498294358,4.0
EveryNth,<class 'numpy.float32'>,10000000,0.032443499990871975,0.030904263257980343,0.0028517405484829892,40.0
EveryNth,<class 'numpy.float32'>,20000000,0.03252609499863216,0.03127194941043854,0.0022957339810984437,80.0
EveryNth,<class 'numpy.float32'>,50000000,0.012381428054400853,0.011644884943962097,0.0018648689847299517,200.0
EveryNth,<class 'numpy.float32'>,100000000,0.01837158841746194,0.01762770116329193,0.0018123720631597917,400.0
EveryNth,<class 'numpy.float32'>,200000000,0.03244014722960336,0.031410157680511475,0.002474392079123539,800.0
EveryNth,<class 'numpy.float32'>,500000000,0.011862495115825109,0.011077150702476501,0.0018456457912221784,2000.0
EveryNth,<class 'numpy.float32'>,1000000000,0.01838899084499904,0.01758858561515808,0.001946330527885186,4000.0
EveryNth,<class 'numpy.float32'>,2000000000,0.018694837178502764,0.017884746193885803,0.0019347710474666142,8000.0
EveryNth,<class 'numpy.float32'>,5000000000,0.01798745776925768,0.017252936959266663,0.004714758012805467,20000.0
LTTB [TSD],<class 'numpy.float32'>,1000000,2.5354669030223573,2.414949983358383,0.19895393305004502,4.0
LTTB [TSD],<class 'numpy.float32'>,10000000,19.53630761376449,18.392309546470642,2.1454949210894654,40.0
LTTB [TSD],<class 'numpy.float32'>,20000000,36.725964131099836,35.09013615548611,4.0009578439918565,80.0
LTTB [TSD],<class 'numpy.float32'>,50000000,126.39469717230115,126.80050507187843,15.666363467437703,200.0
LTTB [TSD],<class 'numpy.float32'>,100000000,175.60967834932464,173.7162984907627,4.6852773380873804,400.0
LTTB [TSD],<class 'numpy.float32'>,200000000,347.84596285649707,346.2788086384535,4.800699272956999,800.0
LTTB [TSD],<class 'numpy.float32'>,500000000,1036.9096041257892,1062.0645426213741,54.53942590416632,2000.0
LTTB [TSD],<class 'numpy.float32'>,1000000000,1767.7264739892312,1750.1696668565273,35.80239449445432,4000.0
LTTB [TSD],<class 'numpy.float32'>,2000000000,3505.9957103537663,3492.9424043744802,33.17484234232547,8000.0
LTTB [TSD],<class 'numpy.float32'>,5000000000,8741.156852883953,8744.168360158801,35.91072692123415,20000.0
M4,<class 'numpy.float32'>,1000000,0.46501244817461285,0.4120633006095886,0.07209424422373412,4.0
M4,<class 'numpy.float32'>,10000000,4.025533476046154,4.024268686771393,0.0023816937947433348,40.0
M4,<class 'numpy.float32'>,20000000,8.671268980417933,8.670544251799583,0.005373687678431081,80.0
M4,<class 'numpy.float32'>,50000000,24.12859488810812,24.258901178836823,0.46796539808133325,200.0
M4,<class 'numpy.float32'>,100000000,41.03226145463331,41.265957057476044,0.7307955345604896,400.0
M4,<class 'numpy.float32'>,200000000,83.770331208195,82.96041712164879,1.6380625443423718,800.0
M4,<class 'numpy.float32'>,500000000,223.04398571806294,209.2303927987814,29.97230884578221,2000.0
M4,<class 'numpy.float32'>,1000000000,406.9013294896909,407.5047120451927,5.715643500524651,4000.0
M4,<class 'numpy.float32'>,2000000000,820.9480113216808,829.4896434992552,21.029384807737795,8000.0
M4,<class 'numpy.float32'>,5000000000,2025.3925478884153,2051.5624769032,45.037287492671894,20000.0
M4 (parallel),<class 'numpy.float32'>,1000000,0.32289900950023104,0.2743862569332123,0.11795358314339084,4.0
M4 (parallel),<class 'numpy.float32'>,10000000,0.913899764418602,0.8871275931596756,0.06051260792006955,40.0
M4 (parallel),<class 'numpy.float32'>,20000000,2.1105300102915083,2.0869016647338867,0.08670482537072888,80.0
M4 (parallel),<class 'numpy.float32'>,50000000,4.903605739985194,4.848503693938255,0.10124771774070503,200.0
M4 (parallel),<class 'numpy.float32'>,100000000,9.339829427855355,9.247087687253952,0.16216769492819857,400.0
M4 (parallel),<class 'numpy.float32'>,200000000,18.115626914160593,18.03450882434845,0.1543147942312729,800.0
M4 (parallel),<class 'numpy.float32'>,500000000,44.48364382343633,44.42750997841358,0.122633214155635,2000.0
M4 (parallel),<class 'numpy.float32'>,1000000000,88.76400275954178,88.64346519112587,0.28473215146337455,4000.0
M4 (parallel),<class 'numpy.float32'>,2000000000,176.81483860526765,176.78069435060024,0.11034005175266981,8000.0
M4 (parallel),<class 'numpy.float32'>,5000000000,441.34585117655143,441.16039276123047,0.30947787462267395,20000.0
MinMax,<class 'numpy.float32'>,1000000,0.5385424941778183,0.46087540686130524,0.18932264657467443,4.0
MinMax,<class 'numpy.float32'>,10000000,3.605440099324499,3.5610731691122055,0.10926165922281024,40.0
MinMax,<class 'numpy.float32'>,20000000,8.082518566931997,8.609664067626,0.8930213898581236,80.0
MinMax,<class 'numpy.float32'>,50000000,22.310761043003627,21.989837661385536,1.5069508806661975,200.0
MinMax,<class 'numpy.float32'>,100000000,33.52015135543687,33.404168859124184,0.2372929472305993,400.0
MinMax,<class 'numpy.float32'>,200000000,66.23080362166677,66.17981605231762,0.1459301628048491,800.0
MinMax,<class 'numpy.float32'>,500000000,279.2103227760111,306.65653981268406,45.04144920581897,2000.0
MinMax,<class 'numpy.float32'>,1000000000,344.1770574344056,338.46101202070713,14.135622432309825,4000.0
MinMax,<class 'numpy.float32'>,2000000000,673.0363176869495,673.3007203787565,1.5190146123442096,8000.0
MinMax,<class 'numpy.float32'>,5000000000,1664.3919221524682,1663.5901466012,4.396870608224082,20000.0
MinMax (parallel),<class 'numpy.float32'>,1000000,0.3177087754011154,0.23152343928813934,0.18119089273021435,4.0
MinMax (parallel),<class 'numpy.float32'>,10000000,1.0095807590654917,0.941852480173111,0.18064657633976872,40.0
MinMax (parallel),<class 'numpy.float32'>,20000000,2.1624508712972914,2.126038447022438,0.13558946548010453,80.0
MinMax (parallel),<class 'numpy.float32'>,50000000,5.112944383706365,4.931258410215378,0.2872531064955766,200.0
MinMax (parallel),<class 'numpy.float32'>,100000000,9.44569855928421,9.276824072003365,0.4147367576747121,400.0
MinMax (parallel),<class 'numpy.float32'>,200000000,18.348398538572447,18.05158630013466,0.7104533710591315,800.0
MinMax (parallel),<class 'numpy.float32'>,500000000,44.76614642356123,44.73661780357361,0.21521297720343976,2000.0
MinMax (parallel),<class 'numpy.float32'>,1000000000,90.16765526362828,88.74732330441475,3.3364121420886326,4000.0
MinMax (parallel),<class 'numpy.float32'>,2000000000,179.49988639780454,176.8619142472744,6.547772082607434,8000.0
MinMax (parallel),<class 'numpy.float32'>,5000000000,448.1245727943523,441.37067161500454,16.64783593953811,20000.0
MinMaxLTTB,<class 'numpy.float32'>,1000000,1.1690512831721986,1.1655263602733612,0.008639273341198293,4.0
MinMaxLTTB,<class 'numpy.float32'>,10000000,6.018436274358204,6.292453035712242,0.3827496269881694,40.0
MinMaxLTTB,<class 'numpy.float32'>,20000000,8.286068322403091,8.237380906939507,0.13937106578208414,80.0
MinMaxLTTB,<class 'numpy.float32'>,50000000,24.007035153252737,24.023765698075294,0.19111413836532756,200.0
MinMaxLTTB,<class 'numpy.float32'>,100000000,41.335066886884825,40.39718694984913,1.481478054145795,400.0
MinMaxLTTB,<class 'numpy.float32'>,200000000,85.91320035713059,85.85045970976353,0.1663801254063533,800.0
MinMaxLTTB,<class 'numpy.float32'>,500000000,248.22746004377092,239.60215747356415,25.198956469761498,2000.0
MinMaxLTTB,<class 'numpy.float32'>,1000000000,404.13405783474445,398.3228228986263,12.486002550388477,4000.0
MinMaxLTTB,<class 'numpy.float32'>,2000000000,846.3480477354357,846.0677478462458,7.327348626095387,8000.0
MinMaxLTTB,<class 'numpy.float32'>,5000000000,2127.9833790979214,2117.5769098103046,29.173343731930988,20000.0
MinMaxLTTB (parallel),<class 'numpy.float32'>,1000000,0.6162426833595548,0.5551822483539581,0.13401090119563594,4.0
MinMaxLTTB (parallel),<class 'numpy.float32'>,10000000,1.2279207152979714,1.1459119617938995,0.1858169867904674,40.0
MinMaxLTTB (parallel),<class 'numpy.float32'>,20000000,2.39464778985296,2.383376657962799,0.077060381214551,80.0
MinMaxLTTB (parallel),<class 'numpy.float32'>,50000000,5.164873333913939,5.0773415714502335,0.1368488578848273,200.0
MinMaxLTTB (parallel),<class 'numpy.float32'>,100000000,9.59971770644188,9.556517750024796,0.12229290014516478,400.0
MinMaxLTTB (parallel),<class 'numpy.float32'>,200000000,18.422235175967216,18.371954932808876,0.1532915871145171,800.0
MinMaxLTTB (parallel),<class 'numpy.float32'>,500000000,39.48389690901552,39.39501419663429,0.6281119916255451,2000.0
MinMaxLTTB (parallel),<class 'numpy.float32'>,1000000000,89.18079441147191,89.16616514325142,0.2394090763306374,4000.0
MinMaxLTTB (parallel),<class 'numpy.float32'>,2000000000,177.10788760866438,177.03676037490368,0.17330194106020985,8000.0
MinMaxLTTB (parallel),<class 'numpy.float32'>,5000000000,441.37560028050626,441.403478756547,0.10349078993533013,20000.0
EveryNth,<class 'numpy.float64'>,1000000,0.020837890250342234,0.020511075854301453,0.0010467807354180734,8.0
EveryNth,<class 'numpy.float64'>,10000000,0.01875992332186018,0.017685815691947937,0.0025829461304607984,80.0
EveryNth,<class 'numpy.float64'>,20000000,0.019124469586781094,0.018614530563354492,0.0013045165805851313,160.0
EveryNth,<class 'numpy.float64'>,50000000,0.0129419778074537,0.01175515353679657,0.002182946029483339,400.0
EveryNth,<class 'numpy.float64'>,100000000,0.017832805003438677,0.01707226037979126,0.0014227500317717792,800.0
EveryNth,<class 'numpy.float64'>,200000000,0.019056669303349087,0.017912685871124268,0.0027656568683150353,1600.0
EveryNth,<class 'numpy.float64'>,500000000,0.028344084109578813,0.02640150487422943,0.004804239958030658,4000.0
EveryNth,<class 'numpy.float64'>,1000000000,0.011973242674555098,0.011238828301429749,0.0018304880086179847,8000.0
EveryNth,<class 'numpy.float64'>,2000000000,0.01883943166051592,0.018124282360076904,0.0017564812745164218,16000.0
EveryNth,<class 'numpy.float64'>,5000000000,0.019368369664464678,0.01936778426170349,0.004644984708229215,40000.0
LTTB [TSD],<class 'numpy.float64'>,1000000,2.339197908129011,2.3290250450372696,0.025466563886082417,8.0
LTTB [TSD],<class 'numpy.float64'>,10000000,19.576644897460938,18.24706755578518,2.3760751360336,80.0
LTTB [TSD],<class 'numpy.float64'>,20000000,35.93391935740198,35.8891986310482,0.2110980263332727,160.0
LTTB [TSD],<class 'numpy.float64'>,50000000,102.61120162904263,103.40865850448608,10.087228395887784,400.0
LTTB [TSD],<class 'numpy.float64'>,100000000,199.6464486100844,196.97387628257275,6.46693766827623,800.0
LTTB [TSD],<class 'numpy.float64'>,200000000,403.30934540501664,408.03180672228336,45.103858761543734,1600.0
LTTB [TSD],<class 'numpy.float64'>,500000000,972.5353094616106,970.5215074121952,46.2198420002259,4000.0
LTTB [TSD],<class 'numpy.float64'>,1000000000,1802.729171727385,1804.989704862237,8.770956939478854,8000.0
LTTB [TSD],<class 'numpy.float64'>,2000000000,3642.183891311288,3635.9786339104176,28.510932429200018,16000.0
LTTB [TSD],<class 'numpy.float64'>,5000000000,10105.868702754378,9695.884298160672,908.5023679804186,40000.0
M4,<class 'numpy.float64'>,1000000,0.7377689970391137,0.7327549159526825,0.022425590398569187,8.0
M4,<class 'numpy.float64'>,10000000,8.615455563579287,8.599210157990456,0.15400985897102085,80.0
M4,<class 'numpy.float64'>,20000000,17.41395209516798,17.489393427968025,0.13539966861804933,160.0
M4,<class 'numpy.float64'>,50000000,41.93757474422455,41.869042441248894,0.6316409903807553,400.0
M4,<class 'numpy.float64'>,100000000,85.35586638110024,85.42649075388908,0.8054783559662761,800.0
M4,<class 'numpy.float64'>,200000000,164.0756976391588,163.93277160823345,0.44716467829399165,1600.0
M4,<class 'numpy.float64'>,500000000,393.75869557261467,391.6119232773781,7.707017732772622,4000.0
M4,<class 'numpy.float64'>,1000000000,831.7887053958008,832.1731492877007,7.290043430235427,8000.0
M4,<class 'numpy.float64'>,2000000000,1632.193663077695,1643.013570830226,28.63183736169604,16000.0
M4,<class 'numpy.float64'>,5000000000,4185.428791333522,4180.249696969986,40.111225701520226,40000.0
M4 (parallel),<class 'numpy.float64'>,1000000,0.35979838243552614,0.32510124146938324,0.05465499486462305,8.0
M4 (parallel),<class 'numpy.float64'>,10000000,2.1575542965105603,2.04017274081707,0.17369201891583308,80.0
M4 (parallel),<class 'numpy.float64'>,20000000,3.988849903856005,3.950778022408485,0.1028800925778197,160.0
M4 (parallel),<class 'numpy.float64'>,50000000,9.330343188984054,9.27707925438881,0.0943186231895098,400.0
M4 (parallel),<class 'numpy.float64'>,100000000,18.120608904532023,18.064548447728157,0.13945500137861697,800.0
M4 (parallel),<class 'numpy.float64'>,200000000,35.88162979909352,35.717105865478516,0.305333021142879,1600.0
M4 (parallel),<class 'numpy.float64'>,500000000,88.82757313549519,88.77663761377335,0.18355268510235973,4000.0
M4 (parallel),<class 'numpy.float64'>,1000000000,176.8159335213048,176.73831321299076,0.2020380415105629,8000.0
M4 (parallel),<class 'numpy.float64'>,2000000000,349.57673863640855,349.29705932736397,3.4410589460190617,16000.0
M4 (parallel),<class 'numpy.float64'>,5000000000,876.7978304730995,871.1006354540586,11.153865270611451,40000.0
MinMax,<class 'numpy.float64'>,1000000,0.8307276559727532,0.7480408996343613,0.20283724881847046,8.0
MinMax,<class 'numpy.float64'>,10000000,8.345260471105576,8.799950033426285,0.9327289121904443,80.0
MinMax,<class 'numpy.float64'>,20000000,14.579290204814502,13.279413431882858,1.67695562821224,160.0
MinMax,<class 'numpy.float64'>,50000000,52.16940295483385,49.030742049217224,4.163309154847788,400.0
MinMax,<class 'numpy.float64'>,100000000,83.57105425425938,83.50735232234001,0.20838673598835364,800.0
MinMax,<class 'numpy.float64'>,200000000,132.01464281550474,131.99740946292877,0.11469170804020151,1600.0
MinMax,<class 'numpy.float64'>,500000000,381.7744701568569,382.3429938405752,8.44432325436657,4000.0
MinMax,<class 'numpy.float64'>,1000000000,665.6926805951765,663.8631898909807,4.297992260256389,8000.0
MinMax,<class 'numpy.float64'>,2000000000,1326.310612580606,1325.372775271535,1.177962591654619,16000.0
MinMax,<class 'numpy.float64'>,5000000000,3399.647335548486,3417.5860319286585,45.70205376089443,40000.0
MinMax (parallel),<class 'numpy.float64'>,1000000,0.43292290398052763,0.34218281507492065,0.20836024236478534,8.0
MinMax (parallel),<class 'numpy.float64'>,10000000,2.2416042430060252,2.184883877635002,0.17577570223236752,80.0
MinMax (parallel),<class 'numpy.float64'>,20000000,4.047769095216479,3.948408365249634,0.19261146773992058,160.0
MinMax (parallel),<class 'numpy.float64'>,50000000,9.362711438110896,9.348953142762184,0.12180396019254335,400.0
MinMax (parallel),<class 'numpy.float64'>,100000000,18.141680743013108,18.092765659093857,0.12941586438175837,800.0
MinMax (parallel),<class 'numpy.float64'>,200000000,36.316737106868196,35.741470754146576,1.3600899381110696,1600.0
MinMax (parallel),<class 'numpy.float64'>,500000000,89.19943368860653,88.7705747038126,1.0862317551676344,4000.0
MinMax (parallel),<class 'numpy.float64'>,1000000000,179.5565151210342,176.82299725711346,6.618236899585458,8000.0
MinMax (parallel),<class 'numpy.float64'>,2000000000,358.55499851916517,353.2840631902218,12.918398450972422,16000.0
MinMax (parallel),<class 'numpy.float64'>,5000000000,896.6483869722912,882.6475664973259,32.888068953647846,40000.0
MinMaxLTTB,<class 'numpy.float64'>,1000000,1.6222018216337477,1.5222758054733276,0.2518755841470747,8.0
MinMaxLTTB,<class 'numpy.float64'>,10000000,10.041966981121472,10.513747110962868,0.8259472494916194,80.0
MinMaxLTTB,<class 'numpy.float64'>,20000000,17.877513010587013,18.00885461270809,0.3257059152262894,160.0
MinMaxLTTB,<class 'numpy.float64'>,50000000,43.39095950126648,44.40886303782463,1.8247808167298456,400.0
MinMaxLTTB,<class 'numpy.float64'>,100000000,86.88256974731173,86.06520593166351,1.3485300665744528,800.0
MinMaxLTTB,<class 'numpy.float64'>,200000000,180.82325533032417,173.10750782489777,18.047356573581972,1600.0
MinMaxLTTB,<class 'numpy.float64'>,500000000,421.93341829947065,419.1783681511879,12.096164302813525,4000.0
MinMaxLTTB,<class 'numpy.float64'>,1000000000,822.3134883280311,828.154069930315,16.64387266098875,8000.0
MinMaxLTTB,<class 'numpy.float64'>,2000000000,1719.9831248926264,1720.7859456539154,4.87591590920848,16000.0
MinMaxLTTB,<class 'numpy.float64'>,5000000000,4329.080975055695,4299.346558377147,57.17440463860856,40000.0
MinMaxLTTB (parallel),<class 'numpy.float64'>,1000000,0.5595635622739792,0.5312617868185043,0.07114388623117983,8.0
MinMaxLTTB (parallel),<class 'numpy.float64'>,10000000,2.33846301478999,2.2953324019908905,0.11760947576467821,80.0
MinMaxLTTB (parallel),<class 'numpy.float64'>,20000000,4.29720404957022,4.253323748707771,0.09742440264855724,160.0
MinMaxLTTB (parallel),<class 'numpy.float64'>,50000000,9.955854288169316,9.926396980881691,0.07309476211892821,400.0
MinMaxLTTB (parallel),<class 'numpy.float64'>,100000000,18.42327735253743,18.371735885739326,0.12989220547316255,800.0
MinMaxLTTB (parallel),<class 'numpy.float64'>,200000000,36.67572694165366,36.45179122686386,0.38402159880998854,1600.0
MinMaxLTTB (parallel),<class 'numpy.float64'>,500000000,89.25421482750347,89.13153745234013,0.2612674172518369,4000.0
MinMaxLTTB (parallel),<class 'numpy.float64'>,1000000000,177.31491524193967,177.2640399634838,0.32392515496267066,8000.0
MinMaxLTTB (parallel),<class 'numpy.float64'>,2000000000,341.3499481976032,341.3307059556246,0.12731465687969643,16000.0
MinMaxLTTB (parallel),<class 'numpy.float64'>,5000000000,867.0274242758751,867.0717004686594,0.2954803443376851,40000.0
EveryNth,<class 'numpy.int16'>,1000000,0.02327923263822283,0.02173781394958496,0.003712097139804703,2.0
EveryNth,<class 'numpy.int16'>,10000000,0.015076409493173872,0.014389678835868835,0.0017055094230020455,20.0
EveryNth,<class 'numpy.int16'>,20000000,0.015633287174361094,0.014526396989822388,0.0019893059533348887,40.0
EveryNth,<class 'numpy.int16'>,50000000,0.012992854629244124,0.012498721480369568,0.0012064143598425915,100.0
EveryNth,<class 'numpy.int16'>,100000000,0.021456767405782427,0.020573288202285767,0.0019784966107545296,200.0
EveryNth,<class 'numpy.int16'>,200000000,0.018697232007980347,0.017838552594184875,0.0020484134437774968,400.0
EveryNth,<class 'numpy.int16'>,500000000,0.013062677213123866,0.012152642011642456,0.002238191343510272,1000.0
EveryNth,<class 'numpy.int16'>,1000000000,0.020177502717290605,0.01843571662902832,0.004266573553956778,2000.0
EveryNth,<class 'numpy.int16'>,2000000000,0.011965259909629822,0.011396408081054688,0.0013920006257697691,4000.0
EveryNth,<class 'numpy.int16'>,5000000000,0.01795164176395961,0.017221271991729736,0.0018010314653219316,10000.0
LTTB [TSD],<class 'numpy.int16'>,1000000,3.4419318395001546,3.3439382910728455,0.24035155999558058,2.0
LTTB [TSD],<class 'numpy.int16'>,10000000,28.422885122043745,28.642286360263824,3.998289429371493,20.0
LTTB [TSD],<class 'numpy.int16'>,20000000,49.45720886545522,47.95333705842495,3.7164929087034304,40.0
